gene	observed CpG	expected CpG	CpG bias
g21559	292	464.52	0.6286
g21560	305	377.29	0.8084
g21561	32	96.78	0.3306
g21562	12	27.35	0.4388
g21563	96	80.33	1.1951
g21564	28	37.55	0.7457
g21565	84	88.14	0.953
g21566	21	35.98	0.5837
g21567	141	291.67	0.4834
g21568	192	241.66	0.7945
g21569	67	131.73	0.5086
g21570	145	189.95	0.7634
g21571	35	52.06	0.6723
g21572	182	248.16	0.7334
g21573	122	145.29	0.8397
g21574	97	308.53	0.3144
g21575	229	390.98	0.5857
g21576	483	516.62	0.9349
g21577	96	260.29	0.3688
g21578	36	62.35	0.5774
g21579	150	169.27	0.8862
g21580	35	79.78	0.4387
g21581	24	75.79	0.3167
g21582	45	55.61	0.8092
g21583	47	49.43	0.9508
g21584	293	315.93	0.9274
g21585	77	85.87	0.8967
g21586	45	40.2	1.1194
g21587	60	86.83	0.691
g21588	390	392.55	0.9935
g21589	183	181.72	1.007
g21590	119	109.6	1.0858
g21591	486	516.73	0.9405
g21592	335	322.35	1.0392
g21593	234	604.05	0.3874
g21594	48	116.74	0.4112
g21595	214	319.28	0.6703
g21596	270	341.67	0.7902
g21597	318	353.67	0.8991
g21598	258	458.7	0.5625
g21599	73	133.32	0.5476
g21600	121	227.59	0.5317
g21601	22	74.86	0.2939
g21602	46	51.67	0.8903
g21603	320	370.33	0.8641
g21604	193	212.06	0.9101
g21605	38	48.74	0.7796
g21606	53	170.43	0.311
g21607	100	97.54	1.0252
g21608	68	74.6	0.9115
g21609	24	21.51	1.1158
g21610	86	76.18	1.1289
g21611	112	136.84	0.8185
g21612	42	50.17	0.8372
g21613	12	62.81	0.1911
g21614	35	70.44	0.4969
g21615	65	135.44	0.4799
g21616	124	134.1	0.9247
g21617	5	8.77	0.5701
g21618	49	47.41	1.0335
g21619	8	25.07	0.3191
g21620	10	26.8	0.3731
g21621	41	103.98	0.3943
g21622	144	206.97	0.6958
g21623	209	315.97	0.6615
g21624	101	128.56	0.7856
g21625	22	21.36	1.03
g21626	14	21.9	0.6393
g21627	167	179.9	0.9283
g21628	130	144.54	0.8994
g21629	113	152.14	0.7427
g21630	10	17.04	0.5869
g21631	66	104.11	0.6339
g21632	33	84.33	0.3913
g21633	81	77.17	1.0496
g21634	160	290.56	0.5507
g21635	208	217.48	0.9564
g21636	224	238.2	0.9404
g21637	225	205.48	1.095
g21638	274	317.09	0.8641
g21639	12	64.77	0.1853
g21640	23	68.91	0.3338
g21641	25	74.88	0.3339
g21642	36	68.03	0.5292
g21643	241	542.36	0.4444
g21644	223	302.59	0.737
g21645	8	20.99	0.3811
g21646	46	41.14	1.1181
g21647	135	153.43	0.8799
g21648	68	74.67	0.9107
g21649	210	218.25	0.9622
g21650	169	373.98	0.4519
g21651	274	426.77	0.642
g21652	40	50.88	0.7862
g21653	46	107.3	0.4287
g21654	9	36.44	0.247
g21655	34	38.51	0.8829
g21656	83	113.83	0.7292
g21657	260	470.04	0.5531
g21658	104	115.16	0.9031
g21659	90	177.23	0.5078
g21660	40	17.22	2.3229
g21661	181	462.06	0.3917
g21662	98	173.57	0.5646
g21663	6	15.45	0.3883
g21664	117	283.7	0.4124
g21665	54	46.28	1.1668
g21666	12	21.36	0.5618
g21667	3	14.05	0.2135
g21668	19	21.06	0.9022
g21669	8	11.73	0.682
g21670	20	91.87	0.2177
g21671	7	18.24	0.3838
g21672	40	52.89	0.7563
g21674	85	135.72	0.6263
g21675	84	93.02	0.903
g21676	552	887.11	0.6222
g21677	27	31.19	0.8657
g21678	34	35.93	0.9463
g21679	776	760.7	1.0201
g21680	30	25.21	1.19
g21681	181	305.75	0.592
g21682	77	90.47	0.8511
g21683	128	149.81	0.8544
g21684	149	214.37	0.6951
g21685	349	384.68	0.9072
g21686	432	744.54	0.5802
g21687	157	165.0	0.9515
g21688	27	85.82	0.3146
g21689	1	12.17	0.0822
g21690	26	31.11	0.8357
g21691	185	356.65	0.5187
g21692	103	139.07	0.7406
g21693	89	67.63	1.316
g21694	594	709.98	0.8366
g21695	48	63.01	0.7618
g21696	180	301.71	0.5966
g21697	71	181.41	0.3914
g21698	198	184.77	1.0716
g21699	189	232.59	0.8126
g21700	59	52.46	1.1247
g21701	266	431.16	0.6169
g21702	91	187.45	0.4855
g21703	17	44.29	0.3838
g21704	271	499.56	0.5425
g21705	209	271.53	0.7697
g21706	417	501.27	0.8319
g21707	205	325.59	0.6296
g21708	22	32.77	0.6713
g21709	61	44.93	1.3577
g21710	161	291.4	0.5525
g21711	58	179.27	0.3235
g21712	275	285.36	0.9637
g21713	186	278.04	0.669
g21714	389	557.18	0.6982
g21715	96	204.8	0.4688
g21716	163	275.27	0.5921
g21717	91	279.64	0.3254
g21718	151	316.94	0.4764
g21719	201	399.6	0.503
g21720	81	94.69	0.8554
g21721	446	545.37	0.8178
g21722	19	53.51	0.3551
g21723	27	52.39	0.5154
g21724	559	993.88	0.5624
g21725	76	129.35	0.5876
g21726	40	41.63	0.9608
g21727	125	105.16	1.1887
g21728	157	199.1	0.7885
g21729	43	72.84	0.5903
g21730	87	117.25	0.742
g21731	11	13.8	0.7971
g21732	113	187.3	0.6033
g21733	31	34.69	0.8936
g21734	19	43.87	0.4331
g21735	7	33.43	0.2094
g21736	31	46.19	0.6711
g21737	42	43.45	0.9666
g21738	35	41.16	0.8503
g21739	35	39.92	0.8768
g21740	801	904.99	0.8851
g21741	915	1040.54	0.8794
g21742	151	146.57	1.0302
g21743	248	253.06	0.98
g21744	124	109.78	1.1295
g21745	93	89.82	1.0354
g21746	64	149.84	0.4271
g21747	65	129.78	0.5008
g21748	329	532.89	0.6174
g21749	7	60.03	0.1166
g21750	21	22.54	0.9317
g21751	3	12.17	0.2465
g21752	168	210.63	0.7976
g21753	106	103.3	1.0261
g21754	81	140.13	0.578
g21755	20	22.3	0.8969
g21756	89	254.09	0.3503
g21757	12	40.14	0.299
g21758	95	185.61	0.5118
g21759	25	21.59	1.1579
g21760	21	20.12	1.0437
g21761	34	66.53	0.511
g21762	258	318.74	0.8094
g21763	169	184.39	0.9165
g21764	1	13.08	0.0765
g21765	42	42.48	0.9887
g21766	34	85.79	0.3963
g21767	140	181.01	0.7734
g21768	108	111.74	0.9665
g21769	182	210.22	0.8658
g21770	109	128.86	0.8459
g21771	101	106.61	0.9474
g21772	88	106.43	0.8268
g21773	88	112.35	0.7833
g21774	288	347.78	0.8281
g21775	77	154.49	0.4984
g21776	2	12.56	0.1592
g21777	50	58.16	0.8597
g21778	148	246.65	0.6
g21779	46	46.28	0.9939
g21780	26	65.27	0.3983
g21781	235	264.73	0.8877
g21782	189	184.87	1.0223
g21783	690	858.4	0.8038
g21784	640	636.47	1.0055
g21785	203	462.07	0.4393
g21786	97	172.37	0.5627
g21787	109	131.1	0.8314
g21788	57	49.71	1.1467
g21789	40	85.36	0.4686
g21790	21	103.04	0.2038
g21791	31	75.4	0.4111
g21792	46	46.26	0.9944
g21793	82	188.38	0.4353
g21794	173	387.46	0.4465
g21795	12	20.01	0.5997
g21796	381	546.4	0.6973
g21797	23	18.83	1.2215
g21798	23	34.72	0.6624
g21799	12	17.3	0.6936
g21800	136	163.09	0.8339
g21801	12	12.0	1.0
g21802	10	18.16	0.5507
g21803	5	13.12	0.3811
g21804	35	111.55	0.3138
g21805	31	63.0	0.4921
g21806	37	51.8	0.7143
g21807	186	263.77	0.7052
g21808	27	43.1	0.6265
g21809	50	197.53	0.2531
g21810	139	148.15	0.9382
g21811	136	327.43	0.4154
g21812	55	163.68	0.336
g21813	21	29.22	0.7187
g21814	59	69.78	0.8455
g21815	65	70.88	0.917
g21816	244	212.34	1.1491
g21817	108	214.62	0.5032
g21818	49	97.24	0.5039
g21819	305	348.55	0.8751
g21820	215	237.51	0.9052
g21821	160	212.66	0.7524
g21822	134	151.15	0.8865
tRNA-Glu434_gene	7	7.0	1.0
tRNA-Val433_gene	8	5.75	1.3913
g21823	143	145.54	0.9825
g21824	154	207.89	0.7408
g21825	124	164.94	0.7518
g21826	135	188.09	0.7177
g21827	727	818.78	0.8879
g21828	96	133.64	0.7183
g21829	265	436.2	0.6075
g21830	77	178.94	0.4303
g21831	137	335.4	0.4085
g21832	429	440.31	0.9743
g21833	216	246.14	0.8775
g21834	424	415.75	1.0198
g21835	208	380.51	0.5466
g21836	395	571.26	0.6915
g21837	444	502.1	0.8843
g21838	91	99.5	0.9146
g21839	106	107.44	0.9866
g21840	276	408.96	0.6749
g21841	373	442.94	0.8421
g21842	606	1121.99	0.5401
g21843	181	324.4	0.558
g21844	335	539.68	0.6207
g21845	46	113.37	0.4058
g21846	637	704.04	0.9048
g21847	98	220.9	0.4436
g21848	216	265.68	0.813
g21849	78	63.44	1.2295
g21850	40	54.8	0.7299
g21851	4	22.67	0.1764
g21852	45	44.96	1.0009
g21853	468	552.99	0.8463
g21854	182	240.41	0.757
g21855	53	68.77	0.7707
g21856	303	295.98	1.0237
g21857	675	818.92	0.8243
g21858	107	115.27	0.9283
g21859	147	288.19	0.5101
g21860	23	17.62	1.3053
g21861	50	141.23	0.354
g21862	103	104.64	0.9843
g21863	197	225.43	0.8739
g21864	480	910.35	0.5273
g21865	89	233.36	0.3814
g21866	51	43.33	1.177
g21867	73	159.18	0.4586
g21868	207	367.77	0.5629
g21869	760	736.43	1.032
g21870	246	215.16	1.1433
g21871	857	872.91	0.9818
g21872	293	385.26	0.7605
g21873	42	89.66	0.4684
g21874	125	164.54	0.7597
g21875	414	532.51	0.7775
g21876	111	177.65	0.6248
g21877	184	463.35	0.3971
g21878	71	177.13	0.4008
g21879	63	104.94	0.6003
g21880	153	211.69	0.7228
g21881	175	290.51	0.6024
g21882	163	319.09	0.5108
g21883	50	115.46	0.4331
g21884	7	21.97	0.3186
g21885	4	20.06	0.1994
g21886	28	70.94	0.3947
g21887	34	135.79	0.2504
g21888	38	40.27	0.9436
g21889	42	54.99	0.7638
g21890	39	40.22	0.9697
g21891	23	26.07	0.8822
g21892	8	59.24	0.135
g21893	143	294.53	0.4855
g21894	155	284.12	0.5455
g21895	648	714.13	0.9074
g21896	140	318.3	0.4398
g21897	35	47.21	0.7414
tRNA-Arg435_gene	5	5.65	0.885
g21899	261	340.72	0.766
g21900	61	73.13	0.8341
g21901	117	113.01	1.0353
g21902	54	41.85	1.2903
g21903	58	55.4	1.0469
g21904	131	136.44	0.9601
g21905	30	24.59	1.22
g21906	303	423.34	0.7157
g21907	434	533.48	0.8135
g21908	425	623.05	0.6821
g21909	97	148.0	0.6554
g21910	356	389.28	0.9145
g21911	340	366.08	0.9288
g21912	94	143.59	0.6546
g21913	86	267.45	0.3216
g21914	161	250.06	0.6438
g21915	40	98.3	0.4069
g21916	47	66.27	0.7092
g21917	81	100.27	0.8078
g21918	18	32.43	0.555
g21919	52	74.87	0.6945
g21920	47	58.56	0.8026
g21921	8	11.13	0.7188
g21922	179	199.14	0.8989
g21923	32	39.51	0.8099
g21924	178	220.14	0.8086
g21925	35	100.56	0.3481
g21926	44	83.85	0.5247
g21927	12	60.67	0.1978
g21928	33	32.1	1.028
g21929	74	94.85	0.7802
g21930	284	316.6	0.897
g21931	310	335.59	0.9237
g21932	17	18.06	0.9413
g21933	60	52.96	1.1329
g21934	26	28.29	0.9191
g21935	91	140.31	0.6486
g21936	9	23.71	0.3796
g21937	117	154.87	0.7555
g21938	9	36.27	0.2481
g21939	49	84.81	0.5778
g21940	316	438.21	0.7211
g21941	209	507.95	0.4115
g21942	63	140.54	0.4483
g21943	50	88.28	0.5664
g21944	47	128.22	0.3666
g21945	282	441.94	0.6381
g21946	154	163.73	0.9406
g21947	1251	1485.71	0.842
g21948	227	219.23	1.0354
g21949	74	96.17	0.7695
g21950	259	361.66	0.7161
g21951	73	178.71	0.4085
g21952	695	885.41	0.7849
g21953	22	33.12	0.6643
g21954	305	422.01	0.7227
g21955	168	190.83	0.8804
g21956	265	320.2	0.8276
g21957	125	318.39	0.3926
g21958	21	60.53	0.3469
g21959	307	423.28	0.7253
g21960	1093	1603.9	0.6815
g21961	211	378.6	0.5573
g21962	145	163.47	0.887
g21963	47	51.18	0.9183
g21964	725	804.97	0.9007
g21965	199	324.08	0.614
g21966	540	694.24	0.7778
g21967	211	197.61	1.0678
g21968	53	88.15	0.6012
g21969	26	22.1	1.1765
g21970	66	112.95	0.5843
g21971	131	215.31	0.6084
g21972	54	55.69	0.9697
g21973	137	230.1	0.5954
g21974	46	77.09	0.5967
g21975	569	776.09	0.7332
g21976	62	184.07	0.3368
g21977	39	43.1	0.9049
g21978	34	36.53	0.9307
g21979	27	32.87	0.8214
g21980	109	211.95	0.5143
g21981	89	120.09	0.7411
g21982	19	27.95	0.6798
g21983	180	272.2	0.6613
g21984	83	173.61	0.4781
g21985	656	816.51	0.8034
g21986	56	222.21	0.252
g21987	64	114.09	0.561
g21988	39	97.65	0.3994
g21989	182	208.7	0.8721
g21990	58	145.22	0.3994
g21991	42	101.99	0.4118
g21992	37	91.96	0.4023
g21993	286	577.36	0.4954
g21994	37	44.89	0.8242
g21995	30	43.04	0.697
g21996	20	39.35	0.5083
g21997	39	55.18	0.7068
g21998	379	439.02	0.8633
g21999	53	44.41	1.1934
g22000	39	37.37	1.0436
g22001	32	31.99	1.0003
g22002	212	392.58	0.54
g22003	221	303.52	0.7281
g22004	143	146.84	0.9738
g22005	23	22.23	1.0346
g22006	243	203.91	1.1917
g22007	83	96.64	0.8589
g22008	34	120.79	0.2815
g22009	64	86.21	0.7424
g22010	228	246.04	0.9267
g22011	35	61.21	0.5718
g22012	145	233.34	0.6214
g22013	495	570.9	0.8671
g22014	52	61.82	0.8412
g22015	252	273.92	0.92
g22016	368	428.49	0.8588
g22017	20	16.15	1.2384
g22018	37	49.73	0.744
g22019	229	243.41	0.9408
g22020	64	209.85	0.305
g22021	27	56.77	0.4756
g22022	25	52.94	0.4722
g22023	4	12.4	0.3226
g22024	222	360.55	0.6157
g22025	29	102.36	0.2833
g22026	109	319.75	0.3409
g22027	52	139.68	0.3723
g22028	43	156.97	0.2739
g22029	87	164.33	0.5294
g22030	11	11.81	0.9314
g22031	57	66.02	0.8634
g22032	98	119.95	0.817
g22033	26	38.96	0.6674
g22034	77	99.0	0.7778
g22035	136	274.79	0.4949
g22036	321	457.08	0.7023
g22037	3	15.06	0.1992
g22038	12	18.54	0.6472
g22039	2	15.84	0.1263
g22040	5	22.49	0.2223
g22041	673	694.64	0.9688
g22042	136	185.91	0.7315
g22043	92	158.31	0.5811
g22044	5	19.14	0.2612
g22045	27	60.97	0.4428
g22046	19	30.46	0.6238
g22047	15	27.67	0.5421
g22048	37	97.27	0.3804
g22049	41	55.77	0.7352
g22050	83	121.67	0.6822
g22051	152	146.15	1.04
g22052	336	606.42	0.5541
g22053	119	154.96	0.7679
g22054	528	862.98	0.6118
g22055	416	598.23	0.6954
g22056	441	464.88	0.9486
g22057	117	229.45	0.5099
g22058	1255	1548.78	0.8103
g22059	188	196.92	0.9547
g22060	383	463.39	0.8265
g22061	561	788.96	0.7111
g22062	408	517.23	0.7888
g22063	62	58.24	1.0646
g22064	592	670.19	0.8833
g22065	39	43.59	0.8947
g22066	40	86.75	0.4611
g22067	398	559.2	0.7117
g22068	761	789.97	0.9633
g22069	228	265.01	0.8603
g22070	27	40.63	0.6645
g22071	69	74.98	0.9202
g22072	215	234.22	0.9179
g22073	349	368.9	0.9461
g22074	1070	1141.94	0.937
g22075	142	346.66	0.4096
g22076	688	913.03	0.7535
tRNA-Glu436_gene	7	7.33	0.955
g22077	86	232.16	0.3704
g22078	115	212.3	0.5417
g22079	284	364.16	0.7799
g22080	27	34.67	0.7788
g22081	80	81.95	0.9762
g22082	209	218.99	0.9544
g22083	60	117.94	0.5087
g22084	23	19.38	1.1868
g22085	25	105.01	0.2381
tRNA-Arg438_gene	7	6.16	1.1364
tRNA-Arg437_gene	6	5.92	1.0135
g22086	74	169.28	0.4371
g22087	158	165.82	0.9528
g22088	118	209.19	0.5641
g22089	55	57.53	0.956
g22090	52	47.51	1.0945
g22091	51	50.19	1.0161
g22092	56	48.89	1.1454
g22093	51	48.56	1.0502
g22094	50	47.17	1.06
g22095	41	41.79	0.9811
g22096	220	228.36	0.9634
g22097	436	513.85	0.8485
g22098	46	41.04	1.1209
g22099	70	151.29	0.4627
g22100	124	386.42	0.3209
g22101	46	166.67	0.276
g22102	82	221.62	0.37
g22103	193	420.89	0.4586
g22104	57	108.54	0.5252
g22105	1139	1426.11	0.7987
g22106	112	221.48	0.5057
g22107	50	128.97	0.3877
g22108	19	103.43	0.1837
g22109	424	422.77	1.0029
g22110	219	430.37	0.5089
g22111	59	76.66	0.7696
g22112	37	76.82	0.4816
g22113	27	44.17	0.6113
g22114	25	51.86	0.4821
g22115	216	216.19	0.9991
g22116	24	30.73	0.781
g22117	34	135.07	0.2517
g22118	153	400.38	0.3821
g22119	73	203.18	0.3593
g22120	80	85.27	0.9382
g22121	115	271.44	0.4237
g22122	46	129.95	0.354
g22123	49	77.57	0.6317
g22124	18	44.68	0.4029
g22125	291	278.6	1.0445
g22126	385	418.73	0.9194
g22127	326	402.83	0.8093
g22128	396	502.35	0.7883
g22129	156	180.09	0.8662
g22130	18	33.82	0.5322
g22131	80	174.4	0.4587
g22132	50	91.23	0.5481
g22133	83	99.92	0.8307
g22134	257	314.64	0.8168
g22135	33	90.79	0.3635
g22136	27	26.9	1.0037
g22137	81	181.82	0.4455
g22138	53	82.16	0.6451
g22139	16	32.04	0.4994
g22140	19	15.89	1.1957
g22141	24	25.28	0.9494
g22142	31	32.41	0.9565
g22143	7	20.54	0.3408
g22144	7	38.43	0.1821
g22145	19	25.82	0.7359
g22146	77	163.05	0.4722
g22147	222	227.91	0.9741
g22148	59	45.55	1.2953
g22149	149	196.55	0.7581
g22150	59	78.02	0.7562
g22151	54	85.99	0.628
g22152	78	201.74	0.3866
g22153	55	138.06	0.3984
g22154	108	164.42	0.6569
g22155	7	20.65	0.339
g22156	17	34.3	0.4956
g22157	10	38.6	0.2591
g22158	16	39.91	0.4009
g22159	1	13.13	0.0762
g22160	36	85.2	0.4225
g22161	2	16.57	0.1207
g22162	38	30.65	1.2398
g22163	21	37.8	0.5556
g22164	414	533.99	0.7753
g22165	64	76.39	0.8378
g22166	319	364.8	0.8745
g22167	29	27.58	1.0515
g22168	54	64.25	0.8405
g22169	63	70.24	0.8969
g22170	59	50.12	1.1772
g22171	4	16.51	0.2423
g22172	7	38.48	0.1819
g22173	12	24.26	0.4946
g22174	9	20.2	0.4455
g22175	41	120.91	0.3391
g22176	56	107.15	0.5226
g22178	560	790.29	0.7086
g22179	709	671.51	1.0558
g22180	452	558.17	0.8098
g22181	110	117.71	0.9345
g22182	57	57.64	0.9889
g22183	180	254.33	0.7077
g22184	129	149.06	0.8654
g22185	223	396.85	0.5619
g22186	55	63.17	0.8707
g22187	53	71.6	0.7402
g22188	304	438.33	0.6935
g22189	512	638.45	0.8019
g22190	48	58.48	0.8208
g22191	23	88.31	0.2604
g22192	1	8.48	0.1179
g22193	1	16.67	0.06
g22194	21	39.95	0.5257
g22195	166	198.35	0.8369
g22196	179	209.22	0.8556
g22197	113	144.0	0.7847
g22198	162	179.4	0.903
g22199	140	147.16	0.9513
g22200	163	373.96	0.4359
g22201	389	578.77	0.6721
g22202	164	319.73	0.5129
g22203	23	25.55	0.9002
g22204	617	942.25	0.6548
g22205	200	260.58	0.7675
g22206	47	91.17	0.5155
g22207	12	30.15	0.398
g22208	4	14.83	0.2697
g22209	7	27.71	0.2526
tRNA-Arg439_gene	6	5.91	1.0152
g22210	41	75.16	0.5455
g22211	231	363.85	0.6349
g22212	101	174.33	0.5794
g22213	38	36.64	1.0371
g22214	97	178.65	0.543
g22215	86	92.23	0.9325
g22216	92	207.22	0.444
g22217	185	335.73	0.551
g22218	37	63.53	0.5824
g22219	51	61.8	0.8252
tRNA-Ile441_gene	4	5.59	0.7156
tRNA-Asp440_gene	6	6.71	0.8942
g22220	25	26.97	0.927
g22221	51	129.21	0.3947
g22222	7	26.9	0.2602
g22223	185	310.65	0.5955
g22224	331	333.65	0.9921
g22225	72	117.57	0.6124
g22226	41	75.1	0.5459
g22227	1	10.24	0.0977
g22228	40	39.19	1.0207
g22229	57	102.94	0.5537
g22230	15	26.19	0.5727
g22231	64	87.93	0.7279
g22232	32	32.67	0.9795
g22233	12	43.05	0.2787
g22234	182	499.73	0.3642
g22235	45	82.15	0.5478
g22236	184	185.92	0.9897
g22237	97	185.67	0.5224
g22238	33	42.04	0.785
g22239	13	58.08	0.2238
g22240	101	104.48	0.9667
g22241	106	136.73	0.7753
g22242	183	240.55	0.7608
g22243	71	102.84	0.6904
g22244	658	725.88	0.9065
g22245	25	59.8	0.4181
g22246	589	733.78	0.8027
g22247	28	33.16	0.8444
g22248	688	777.24	0.8852
g22249	11	21.22	0.5184
g22250	49	116.11	0.422
g22251	72	161.1	0.4469
g22252	76	114.24	0.6653
g22253	9	30.84	0.2918
g22254	1	19.67	0.0508
g22255	71	82.57	0.8599
g22256	109	129.06	0.8446
g22257	461	524.41	0.8791
g22258	6	12.73	0.4713
g22259	51	52.04	0.98
g22260	435	488.79	0.89
g22261	172	215.49	0.7982
g22262	611	731.52	0.8352
g22263	164	198.41	0.8266
g22264	37	49.76	0.7436
g22265	90	114.96	0.7829
g22266	53	85.11	0.6227
g22267	155	188.46	0.8225
g22268	21	21.82	0.9624
g22269	71	69.02	1.0287
g22270	95	96.32	0.9863
g22271	59	135.98	0.4339
g22272	111	231.94	0.4786
g22273	114	226.53	0.5032
tRNA-Ser442_gene	7	6.57	1.0654
g22274	105	126.06	0.8329
g22275	305	327.64	0.9309
g22276	517	587.79	0.8796
g22277	94	94.33	0.9965
g22278	51	131.54	0.3877
g22279	43	56.59	0.7599
g22280	52	56.69	0.9173
g22281	211	255.25	0.8266
g22282	185	379.16	0.4879
g22283	37	39.39	0.9393
g22284	746	936.75	0.7964
g22285	38	87.16	0.436
g22286	128	308.47	0.415
g22287	48	113.11	0.4244
g22288	38	80.38	0.4728
g22289	47	113.19	0.4152
g22290	39	73.77	0.5287
g22291	8	25.38	0.3152
g22292	25	104.46	0.2393
g22293	821	1015.3	0.8086
g22294	273	386.42	0.7065
g22295	100	219.13	0.4564
g22296	166	168.5	0.9852
g22297	52	58.0	0.8966
g22298	45	74.6	0.6032
g22299	49	54.21	0.9039
g22300	248	381.48	0.6501
g22301	57	156.48	0.3643
g22302	264	401.42	0.6577
g22303	195	280.89	0.6942
g22304	112	164.14	0.6823
g22305	40	160.45	0.2493
g22306	84	165.1	0.5088
g22307	31	51.95	0.5967
g22308	117	270.85	0.432
g22309	234	463.14	0.5052
g22310	172	253.69	0.678
g22312	117	158.29	0.7391
g22313	113	225.92	0.5002
g22314	138	260.34	0.5301
g22315	94	89.92	1.0454
g22316	141	219.12	0.6435
g22317	574	589.8	0.9732
g22318	100	106.03	0.9431
g22319	85	105.49	0.8058
g22320	67	94.34	0.7102
g22321	161	195.27	0.8245
g22322	492	591.63	0.8316
g22323	48	40.94	1.1724
g22324	17	24.27	0.7005
g22325	63	51.44	1.2247
g22326	371	420.27	0.8828
g22327	163	151.82	1.0736
g22328	503	544.87	0.9232
g22329	794	908.05	0.8744
g22330	147	165.33	0.8891
g22331	8	18.84	0.4246
g22332	31	26.75	1.1589
g22333	21	37.31	0.5629
g22334	170	362.8	0.4686
g22335	60	58.48	1.026
g22336	8	17.75	0.4507
g22337	110	200.18	0.5495
g22338	170	175.88	0.9666
g22339	16	30.16	0.5305
g22340	42	45.24	0.9284
g22341	36	38.52	0.9346
g22342	36	39.53	0.9107
g22343	99	213.21	0.4643
g22344	90	177.51	0.507
g22345	19	49.62	0.3829
g22346	33	58.09	0.5681
g22347	21	34.0	0.6176
g22348	364	572.07	0.6363
g22349	34	53.93	0.6304
g22350	8	17.45	0.4585
g22351	20	32.16	0.6219
g22352	42	59.15	0.7101
g22353	193	348.62	0.5536
g22354	98	132.2	0.7413
g22355	127	159.27	0.7974
g22356	21	17.89	1.1738
g22357	363	352.26	1.0305
g22358	59	53.27	1.1076
g22359	75	134.67	0.5569
g22360	90	207.79	0.4331
g22361	221	537.39	0.4112
g22362	388	961.02	0.4037
g22363	115	139.6	0.8238
g22364	16	35.97	0.4448
g22365	59	100.29	0.5883
g22366	587	666.18	0.8811
g22367	1262	1612.6	0.7826
g22368	77	104.93	0.7338
g22369	18	17.82	1.0101
g22370	1463	1694.64	0.8633
g22371	260	245.36	1.0597
g22372	97	94.95	1.0216
g22373	576	778.24	0.7401
g22374	10	40.41	0.2475
g22375	5	11.92	0.4195
g22376	6	15.39	0.3899
g22377	993	1018.02	0.9754
g22378	76	127.78	0.5948
g22379	22	52.89	0.416
g22380	36	60.85	0.5916
g22381	157	198.3	0.7917
g22382	28	26.59	1.053
g22383	111	170.75	0.6501
g22384	372	454.48	0.8185
g22385	17	69.95	0.243
g22386	47	88.58	0.5306
g22387	10	11.71	0.854
g22388	67	175.98	0.3807
g22389	18	59.48	0.3026
g22390	8	20.87	0.3833
g22391	11	46.94	0.2343
g22392	471	658.55	0.7152
g22393	94	257.18	0.3655
g22394	7	33.82	0.207
g22395	15	16.75	0.8955
g22396	239	265.24	0.9011
g22397	620	882.04	0.7029
g22398	572	578.84	0.9882
g22399	19	72.74	0.2612
g22400	51	45.92	1.1106
g22401	41	89.65	0.4573
g22402	63	133.26	0.4728
g22403	73	79.44	0.9189
g22404	35	27.51	1.2723
g22405	82	206.87	0.3964
g22406	92	212.77	0.4324
g22407	332	394.97	0.8406
g22408	13	15.44	0.842
g22409	8	16.07	0.4978
g22410	262	467.2	0.5608
g22411	104	102.53	1.0143
g22412	57	62.71	0.9089
g22413	19	34.24	0.5549
g22414	159	547.05	0.2906
g22415	188	186.93	1.0057
g22416	320	312.53	1.0239
g22417	32	35.06	0.9127
g22418	465	486.46	0.9559
g22419	96	129.94	0.7388
g22420	610	670.53	0.9097
g22421	593	667.21	0.8888
g22422	13	15.81	0.8223
g22423	303	592.78	0.5112
g22424	23	76.94	0.2989
g22425	246	397.88	0.6183
g22426	294	281.65	1.0438
g22427	196	228.74	0.8569
g22428	158	230.54	0.6853
g22429	13	66.81	0.1946
g22430	442	456.89	0.9674
g22431	205	262.8	0.7801
tRNA-Leu446_gene	6	8.7	0.6897
tRNA-Leu445_gene	6	8.79	0.6826
tRNA-Leu444_gene	7	8.98	0.7795
tRNA-Leu443_gene	6	8.79	0.6826
g22432	44	45.97	0.9571
g22433	135	188.13	0.7176
g22434	111	133.02	0.8345
g22435	256	401.33	0.6379
g22436	35	37.79	0.9262
g22437	38	49.36	0.7699
g22438	17	20.57	0.8264
g22439	69	97.82	0.7054
g22440	504	636.07	0.7924
g22441	1352	1534.82	0.8809
g22442	413	510.81	0.8085
g22443	332	395.79	0.8388
g22444	4	20.22	0.1978
g22445	25	52.85	0.473
g22446	380	474.88	0.8002
g22447	251	547.51	0.4584
g22448	194	266.29	0.7285
g22449	216	386.81	0.5584
g22450	34	108.32	0.3139
g22451	59	121.51	0.4856
g22452	324	526.26	0.6157
g22453	302	494.91	0.6102
g22454	34	53.59	0.6344
g22455	8	13.45	0.5948
g22456	743	795.45	0.9341
g22457	163	236.39	0.6895
g22458	75	83.52	0.898
g22459	65	80.3	0.8095
g22460	183	343.93	0.5321
g22461	62	187.04	0.3315
g22462	91	180.13	0.5052
g22463	82	147.58	0.5556
g22464	58	45.49	1.275
g22465	45	142.0	0.3169
g22466	24	39.78	0.6033
g22467	361	537.06	0.6722
g22468	187	202.74	0.9224
g22469	174	184.95	0.9408
g22470	41	37.85	1.0832
g22471	350	323.38	1.0823
g22472	36	40.35	0.8922
g22473	75	77.95	0.9622
g22474	39	40.19	0.9704
g22475	114	205.48	0.5548
g22476	77	178.49	0.4314
